1.137670000000000073e+03,1.688970000000000027e+03,9.299700000000000273e+02,3.187200000000000273e+02,2.088420000000000073e+03,1.450119999999999891e+03,9.551299999999999955e+02,4.626000000000000227e+02,7.201200000000000045e+02,2.496389999999999873e+03,2.131199999999999818e+03,0.000000000000000000e+00,1.263369999999999891e+03,9.579099999999999682e+02,2.498320000000000164e+03,9.162300000000000182e+02,3.405500000000000114e+02,1.034569999999999936e+03,1.431210000000000036e+03,2.093690000000000055e+03,2.012700000000000045e+03,1.431069999999999936e+03,1.233480000000000018e+03,1.445849999999999909e+03
5.046399999999999864e+02,2.026940000000000055e+03,1.867690000000000055e+03,1.314299999999999955e+03,2.469710000000000036e+03,1.975380000000000109e+03,2.071750000000000000e+03,1.449960000000000036e+03,1.785329999999999927e+03,2.734599999999999909e+03,2.859320000000000164e+03,1.263369999999999891e+03,0.000000000000000000e+00,1.187730000000000018e+03,3.437699999999999818e+03,1.484529999999999973e+03,1.053400000000000091e+03,1.773730000000000018e+03,1.360799999999999955e+03,3.183429999999999836e+03,2.250099999999999909e+03,2.591530000000000200e+03,1.807089999999999918e+03,2.288420000000000073e+03
7.251200000000000045e+02,8.853200000000000500e+02,8.407200000000000273e+02,6.966100000000000136e+02,1.331460000000000036e+03,7.885599999999999454e+02,1.157890000000000100e+03,1.413369999999999891e+03,9.000099999999999909e+02,1.669430000000000064e+03,1.672690000000000055e+03,9.579099999999999682e+02,1.187730000000000018e+03,0.000000000000000000e+00,2.283190000000000055e+03,3.488899999999999864e+02,6.413099999999999454e+02,6.460399999999999636e+02,4.760000000000000000e+02,2.122150000000000091e+03,1.166829999999999927e+03,1.650119999999999891e+03,6.233600000000000136e+02,1.143009999999999991e+03
3.006929999999999836e+03,1.710990000000000009e+03,1.607990000000000009e+03,2.253260000000000218e+03,1.497559999999999945e+03,1.565190000000000055e+03,1.558519999999999982e+03,2.792409999999999854e+03,1.779930000000000064e+03,1.753970000000000027e+03,7.566100000000000136e+02,2.498320000000000164e+03,3.437699999999999818e+03,2.283190000000000055e+03,0.000000000000000000e+00,1.957150000000000091e+03,2.484920000000000073e+03,1.664039999999999964e+03,2.374260000000000218e+03,6.325900000000000318e+02,1.777349999999999909e+03,1.227380000000000109e+03,1.669220000000000027e+03,1.149410000000000082e+03
1.054549999999999955e+03,7.733300000000000409e+02,5.019700000000000273e+02,6.018700000000000045e+02,1.186369999999999891e+03,5.639299999999999500e+02,8.380000000000000000e+02,1.374910000000000082e+03,6.101699999999999591e+02,1.582160000000000082e+03,1.391359999999999900e+03,9.162300000000000182e+02,1.484529999999999973e+03,3.488899999999999864e+02,1.957150000000000091e+03,0.000000000000000000e+00,6.851399999999999864e+02,3.001600000000000250e+02,6.980399999999999636e+02,1.773829999999999927e+03,1.096539999999999964e+03,1.311799999999999955e+03,3.544200000000000159e+02,8.090199999999999818e+02
8.315900000000000318e+02,1.445700000000000045e+03,8.769600000000000364e+02,2.612900000000000205e+02,1.869950000000000045e+03,1.247609999999999900e+03,1.025900000000000091e+03,7.768300000000000409e+02,7.446299999999999955e+02,2.253980000000000018e+03,2.022759999999999991e+03,3.405500000000000114e+02,1.053400000000000091e+03,6.413099999999999454e+02,2.484920000000000073e+03,6.851399999999999864e+02,0.000000000000000000e+00,8.853799999999999955e+02,1.105759999999999991e+03,2.157989999999999782e+03,1.758029999999999973e+03,1.541829999999999927e+03,1.033730000000000018e+03,1.365910000000000082e+03
1.353900000000000091e+03,7.381000000000000227e+02,2.803399999999999750e+02,7.210800000000000409e+02,1.076819999999999936e+03,4.432599999999999909e+02,6.330499999999999545e+02,1.465609999999999900e+03,4.922500000000000000e+02,1.507549999999999955e+03,1.138609999999999900e+03,1.034569999999999936e+03,1.773730000000000018e+03,6.460399999999999636e+02,1.664039999999999964e+03,3.001600000000000250e+02,8.853799999999999955e+02,0.000000000000000000e+00,9.220000000000000000e+02,1.476730000000000018e+03,1.064430000000000064e+03,1.052849999999999909e+03,2.507100000000000080e+02,5.146900000000000546e+02
8.566900000000000546e+02,7.215499999999999545e+02,1.181670000000000073e+03,1.171339999999999918e+03,1.137380000000000109e+03,8.111100000000000136e+02,1.529690000000000055e+03,1.882220000000000027e+03,1.307509999999999991e+03,1.373809999999999945e+03,1.673740000000000009e+03,1.431210000000000036e+03,1.360799999999999955e+03,4.760000000000000000e+02,2.374260000000000218e+03,6.980399999999999636e+02,1.105759999999999991e+03,9.220000000000000000e+02,0.000000000000000000e+00,2.339219999999999800e+03,8.940599999999999454e+02,1.974789999999999964e+03,7.632599999999999909e+02,1.316240000000000009e+03
2.813019999999999982e+03,1.797750000000000000e+03,1.319619999999999891e+03,1.903660000000000082e+03,1.740390000000000100e+03,1.556509999999999991e+03,1.143400000000000091e+03,2.314190000000000055e+03,1.414160000000000082e+03,2.099289999999999964e+03,1.051390000000000100e+03,2.093690000000000055e+03,3.183429999999999836e+03,2.122150000000000091e+03,6.325900000000000318e+02,1.773829999999999927e+03,2.157989999999999782e+03,1.476730000000000018e+03,2.339219999999999800e+03,0.000000000000000000e+00,1.969819999999999936e+03,6.883300000000000409e+02,1.577559999999999945e+03,1.023409999999999968e+03
1.745549999999999955e+03,3.294599999999999795e+02,1.318670000000000073e+03,1.697829999999999927e+03,2.966800000000000068e+02,6.296299999999999955e+02,1.635539999999999964e+03,2.471019999999999982e+03,1.554819999999999936e+03,5.026100000000000136e+02,1.020759999999999991e+03,2.012700000000000045e+03,2.250099999999999909e+03,1.166829999999999927e+03,1.777349999999999909e+03,1.096539999999999964e+03,1.758029999999999973e+03,1.064430000000000064e+03,8.940599999999999454e+02,1.969819999999999936e+03,0.000000000000000000e+00,1.884910000000000082e+03,8.174500000000000455e+02,1.076990000000000009e+03
2.276510000000000218e+03,1.620960000000000036e+03,8.103799999999999955e+02,1.280880000000000109e+03,1.742250000000000000e+03,1.316589999999999918e+03,5.216799999999999500e+02,1.626559999999999945e+03,8.096499999999999773e+02,2.171650000000000091e+03,1.265789999999999964e+03,1.431069999999999936e+03,2.591530000000000200e+03,1.650119999999999891e+03,1.227380000000000109e+03,1.311799999999999955e+03,1.541829999999999927e+03,1.052849999999999909e+03,1.974789999999999964e+03,6.883300000000000409e+02,1.884910000000000082e+03,0.000000000000000000e+00,1.241900000000000091e+03,8.081399999999999864e+02
1.347430000000000064e+03,4.892799999999999727e+02,5.236100000000000136e+02,9.148099999999999454e+02,8.553200000000000500e+02,2.169799999999999898e+02,8.688700000000000045e+02,1.680000000000000000e+03,7.427899999999999636e+02,1.273880000000000109e+03,1.052759999999999991e+03,1.233480000000000018e+03,1.807089999999999918e+03,6.233600000000000136e+02,1.669220000000000027e+03,3.544200000000000159e+02,1.033730000000000018e+03,2.507100000000000080e+02,7.632599999999999909e+02,1.577559999999999945e+03,8.174500000000000455e+02,1.241900000000000091e+03,0.000000000000000000e+00,5.574299999999999500e+02
1.862329999999999927e+03,8.266599999999999682e+02,5.160599999999999454e+02,1.159849999999999909e+03,9.461200000000000045e+02,5.452899999999999636e+02,6.677999999999999545e+02,1.823720000000000027e+03,7.504900000000000091e+02,1.386079999999999927e+03,6.901200000000000045e+02,1.445849999999999909e+03,2.288420000000000073e+03,1.143009999999999991e+03,1.149410000000000082e+03,8.090199999999999818e+02,1.365910000000000082e+03,5.146900000000000546e+02,1.316240000000000009e+03,1.023409999999999968e+03,1.076990000000000009e+03,8.081399999999999864e+02,5.574299999999999500e+02,0.000000000000000000e+00
